"","Gene","Clinical.feature","Cancer","Sample.type","comparison","comp.x","comp.y","p.value","p.adj","log2FC","method"
"1006","TMPRSS2","bmi.group","UCEC","Tumor","level1-level2",8.730932467825,8.83742122835865,0.974468515773791,0.999990293039278,-0.106488760533642,"Tukey HSD test with ANOVA fit"
"1007","TMPRSS2","bmi.group","UCS","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1008","TMPRSS2","bmi.group","UCS","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1009","TMPRSS2","bmi.group","UVM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1010","TMPRSS2","bmi.group","UVM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1011","ACE2","smoking.group","ACC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1012","ACE2","smoking.group","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1013","ACE2","smoking.group","BLCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1014","ACE2","smoking.group","BLCA","Tumor","light-heavy",4.58029831814153,4.78672622547669,0.749653369237749,0.999304467886214,-0.206427907335161,"Tukey HSD test with ANOVA fit"
"1015","ACE2","smoking.group","BLCA","Tumor","never-heavy",5.13361374987056,4.78672622547669,0.360455111940793,0.999304467886214,0.346887524393873,"Tukey HSD test with ANOVA fit"
"1016","ACE2","smoking.group","BLCA","Tumor","never-light",5.13361374987056,4.58029831814153,0.159946153364644,0.977044762713411,0.553315431729034,"Tukey HSD test with ANOVA fit"
"1017","ACE2","smoking.group","BRCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1018","ACE2","smoking.group","BRCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1019","ACE2","smoking.group","CESC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1020","ACE2","smoking.group","CESC","Tumor","light-heavy",5.77362727535966,6.08201128995218,0.719994643788752,0.999304467886214,-0.30838401459252,"Tukey HSD test with ANOVA fit"
"1021","ACE2","smoking.group","CESC","Tumor","never-heavy",5.9608450440979,6.08201128995218,0.940935933944714,0.999304467886214,-0.121166245854278,"Tukey HSD test with ANOVA fit"
"1022","ACE2","smoking.group","CESC","Tumor","never-light",5.9608450440979,5.77362727535966,0.757908115735331,0.999304467886214,0.187217768738242,"Tukey HSD test with ANOVA fit"
"1023","ACE2","smoking.group","CHOL","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1024","ACE2","smoking.group","CHOL","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1025","ACE2","smoking.group","COAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1026","ACE2","smoking.group","COAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1027","ACE2","smoking.group","DLBC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1028","ACE2","smoking.group","DLBC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1029","ACE2","smoking.group","ESCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1030","ACE2","smoking.group","ESCA","Tumor","light-heavy",6.80314788456036,6.22987823827803,0.448823911648357,0.999304467886214,0.573269646282332,"Tukey HSD test with ANOVA fit"
"1031","ACE2","smoking.group","ESCA","Tumor","never-heavy",5.96121010313277,6.22987823827803,0.789086563818881,0.999304467886214,-0.268668135145262,"Tukey HSD test with ANOVA fit"
"1032","ACE2","smoking.group","ESCA","Tumor","never-light",5.96121010313277,6.80314788456036,0.200457847193391,0.977044762713411,-0.841937781427594,"Tukey HSD test with ANOVA fit"
"1033","ACE2","smoking.group","GBM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1034","ACE2","smoking.group","GBM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1035","ACE2","smoking.group","HNSC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1036","ACE2","smoking.group","HNSC","Tumor","light-heavy",6.05721212229249,6.26701500075002,0.641456345605326,0.999304467886214,-0.209802878457531,"Tukey HSD test with ANOVA fit"
"1037","ACE2","smoking.group","HNSC","Tumor","never-heavy",6.1431090079398,6.26701500075002,0.781159952669818,0.999304467886214,-0.123905992810227,"Tukey HSD test with ANOVA fit"
"1038","ACE2","smoking.group","HNSC","Tumor","never-light",6.1431090079398,6.05721212229249,0.940521890569528,0.999304467886214,0.0858968856473039,"Tukey HSD test with ANOVA fit"
"1039","ACE2","smoking.group","KICH","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1040","ACE2","smoking.group","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1041","ACE2","smoking.group","KIRC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1042","ACE2","smoking.group","KIRC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1043","ACE2","smoking.group","KIRP","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1044","ACE2","smoking.group","KIRP","Tumor","light-heavy",11.2796988660123,10.560787922849,0.385949439083766,0.999304467886214,0.718910943163303,"Tukey HSD test with ANOVA fit"
"1045","ACE2","smoking.group","KIRP","Tumor","never-heavy",10.5390785693808,10.560787922849,0.998550100056606,0.999304467886214,-0.0217093534682284,"Tukey HSD test with ANOVA fit"
"1046","ACE2","smoking.group","KIRP","Tumor","never-light",10.5390785693808,11.2796988660123,0.243199330909036,0.999304467886214,-0.740620296631532,"Tukey HSD test with ANOVA fit"
"1047","ACE2","smoking.group","LAML","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1048","ACE2","smoking.group","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1049","ACE2","smoking.group","LGG","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1050","ACE2","smoking.group","LGG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1051","ACE2","smoking.group","LIHC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1052","ACE2","smoking.group","LIHC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1053","ACE2","smoking.group","LUAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1054","ACE2","smoking.group","LUAD","Tumor","light-heavy",6.25289029565428,6.36986400783611,0.87584054064071,0.999304467886214,-0.116973712181828,"Tukey HSD test with ANOVA fit"
"1055","ACE2","smoking.group","LUAD","Tumor","never-heavy",6.91978162102118,6.36986400783611,0.0780088533610677,0.74888499226625,0.549917613185069,"Tukey HSD test with ANOVA fit"
"1056","ACE2","smoking.group","LUAD","Tumor","never-light",6.91978162102118,6.25289029565428,0.0744997282855835,0.74888499226625,0.666891325366897,"Tukey HSD test with ANOVA fit"
"1057","ACE2","smoking.group","LUSC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1058","ACE2","smoking.group","LUSC","Tumor","light-heavy",5.8140186285188,5.99748819710203,0.775091848995452,0.999304467886214,-0.18346956858324,"Tukey HSD test with ANOVA fit"
"1059","ACE2","smoking.group","LUSC","Tumor","never-heavy",5.43271486878401,5.99748819710203,0.358233767288479,0.999304467886214,-0.564773328318026,"Tukey HSD test with ANOVA fit"
"1060","ACE2","smoking.group","LUSC","Tumor","never-light",5.43271486878401,5.8140186285188,0.703605441518975,0.999304467886214,-0.381303759734786,"Tukey HSD test with ANOVA fit"
"1061","ACE2","smoking.group","MESO","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1062","ACE2","smoking.group","MESO","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1063","ACE2","smoking.group","OV","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1064","ACE2","smoking.group","OV","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1065","ACE2","smoking.group","PAAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1066","ACE2","smoking.group","PAAD","Tumor","light-heavy",7.47578760442263,7.6697080081726,0.925596642716692,0.999304467886214,-0.19392040374997,"Tukey HSD test with ANOVA fit"
"1067","ACE2","smoking.group","PAAD","Tumor","never-heavy",6.6248379868052,7.6697080081726,0.0334412203989745,0.74888499226625,-1.0448700213674,"Tukey HSD test with ANOVA fit"
"1068","ACE2","smoking.group","PAAD","Tumor","never-light",6.6248379868052,7.47578760442263,0.159069838297138,0.977044762713411,-0.850949617617429,"Tukey HSD test with ANOVA fit"
"1069","ACE2","smoking.group","PCPG","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1070","ACE2","smoking.group","PCPG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1071","ACE2","smoking.group","PRAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1072","ACE2","smoking.group","PRAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1073","ACE2","smoking.group","READ","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1074","ACE2","smoking.group","READ","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1075","ACE2","smoking.group","SARC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1076","ACE2","smoking.group","SARC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1077","ACE2","smoking.group","SKCMmets","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1078","ACE2","smoking.group","SKCMmets","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1079","ACE2","smoking.group","SKCMprimary","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1080","ACE2","smoking.group","SKCMprimary","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1081","ACE2","smoking.group","STAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1082","ACE2","smoking.group","STAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1083","ACE2","smoking.group","TGCT","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1084","ACE2","smoking.group","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1085","ACE2","smoking.group","THCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1086","ACE2","smoking.group","THCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1087","ACE2","smoking.group","THYM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1088","ACE2","smoking.group","THYM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1089","ACE2","smoking.group","UCEC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1090","ACE2","smoking.group","UCEC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1091","ACE2","smoking.group","UCS","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1092","ACE2","smoking.group","UCS","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1093","ACE2","smoking.group","UVM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1094","ACE2","smoking.group","UVM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1095","TMPRSS2","smoking.group","ACC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1096","TMPRSS2","smoking.group","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1097","TMPRSS2","smoking.group","BLCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1098","TMPRSS2","smoking.group","BLCA","Tumor","light-heavy",9.1815185293892,8.59155861411036,0.423989670609311,0.999304467886214,0.589959915278833,"Tukey HSD test with ANOVA fit"
"1099","TMPRSS2","smoking.group","BLCA","Tumor","never-heavy",9.56853558088065,8.59155861411036,0.053642364137595,0.74888499226625,0.976976966770289,"Tukey HSD test with ANOVA fit"
"1100","TMPRSS2","smoking.group","BLCA","Tumor","never-light",9.56853558088065,9.1815185293892,0.717821743981739,0.999304467886214,0.387017051491457,"Tukey HSD test with ANOVA fit"
"1101","TMPRSS2","smoking.group","BRCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1102","TMPRSS2","smoking.group","BRCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1103","TMPRSS2","smoking.group","CESC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1104","TMPRSS2","smoking.group","CESC","Tumor","light-heavy",8.11070081647265,8.8127433793203,0.41770594644004,0.999304467886214,-0.702042562847657,"Tukey HSD test with ANOVA fit"
"1105","TMPRSS2","smoking.group","CESC","Tumor","never-heavy",8.05755069270515,8.8127433793203,0.299149070667994,0.999304467886214,-0.755192686615157,"Tukey HSD test with ANOVA fit"
"1106","TMPRSS2","smoking.group","CESC","Tumor","never-light",8.05755069270515,8.11070081647265,0.988535823726616,0.999304467886214,-0.0531501237674998,"Tukey HSD test with ANOVA fit"
"1107","TMPRSS2","smoking.group","CHOL","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1108","TMPRSS2","smoking.group","CHOL","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1109","TMPRSS2","smoking.group","COAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1110","TMPRSS2","smoking.group","COAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1111","TMPRSS2","smoking.group","DLBC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1112","TMPRSS2","smoking.group","DLBC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1113","TMPRSS2","smoking.group","ESCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1114","TMPRSS2","smoking.group","ESCA","Tumor","light-heavy",8.28104015164988,8.90952609826376,0.691480762069758,0.999304467886214,-0.628485946613885,"Tukey HSD test with ANOVA fit"
"1115","TMPRSS2","smoking.group","ESCA","Tumor","never-heavy",8.51975252971964,8.90952609826376,0.826816587807302,0.999304467886214,-0.389773568544122,"Tukey HSD test with ANOVA fit"
"1116","TMPRSS2","smoking.group","ESCA","Tumor","never-light",8.51975252971964,8.28104015164988,0.951093109097748,0.999304467886214,0.238712378069764,"Tukey HSD test with ANOVA fit"
"1117","TMPRSS2","smoking.group","GBM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1118","TMPRSS2","smoking.group","GBM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1119","TMPRSS2","smoking.group","HNSC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1120","TMPRSS2","smoking.group","HNSC","Tumor","light-heavy",6.28382082873253,6.23197058554867,0.990913069006527,0.999304467886214,0.0518502431838623,"Tukey HSD test with ANOVA fit"
"1121","TMPRSS2","smoking.group","HNSC","Tumor","never-heavy",5.6867445974976,6.23197058554867,0.203550992231961,0.977044762713411,-0.545225988051065,"Tukey HSD test with ANOVA fit"
"1122","TMPRSS2","smoking.group","HNSC","Tumor","never-light",5.6867445974976,6.28382082873253,0.372035902978264,0.999304467886214,-0.597076231234928,"Tukey HSD test with ANOVA fit"
"1123","TMPRSS2","smoking.group","KICH","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1124","TMPRSS2","smoking.group","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1125","TMPRSS2","smoking.group","KIRC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1126","TMPRSS2","smoking.group","KIRC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1127","TMPRSS2","smoking.group","KIRP","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1128","TMPRSS2","smoking.group","KIRP","Tumor","light-heavy",6.18339307139453,5.73803566408482,0.570630348319232,0.999304467886214,0.445357407309707,"Tukey HSD test with ANOVA fit"
"1129","TMPRSS2","smoking.group","KIRP","Tumor","never-heavy",5.76531975183397,5.73803566408482,0.996499651523328,0.999304467886214,0.0272840877491509,"Tukey HSD test with ANOVA fit"
"1130","TMPRSS2","smoking.group","KIRP","Tumor","never-light",5.76531975183397,6.18339307139453,0.499657411792988,0.999304467886214,-0.418073319560556,"Tukey HSD test with ANOVA fit"
"1131","TMPRSS2","smoking.group","LAML","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1132","TMPRSS2","smoking.group","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1133","TMPRSS2","smoking.group","LGG","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1134","TMPRSS2","smoking.group","LGG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1135","TMPRSS2","smoking.group","LIHC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1136","TMPRSS2","smoking.group","LIHC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1137","TMPRSS2","smoking.group","LUAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1138","TMPRSS2","smoking.group","LUAD","Tumor","light-heavy",10.7319748358672,10.4220689059334,0.284819621758774,0.999304467886214,0.309905929933805,"Tukey HSD test with ANOVA fit"
"1139","TMPRSS2","smoking.group","LUAD","Tumor","never-heavy",11.0996126397804,10.4220689059334,0.00559725954784607,0.268668458296611,0.677543733847033,"Tukey HSD test with ANOVA fit"
"1140","TMPRSS2","smoking.group","LUAD","Tumor","never-light",11.0996126397804,10.7319748358672,0.338847462341748,0.999304467886214,0.367637803913228,"Tukey HSD test with ANOVA fit"
"1141","TMPRSS2","smoking.group","LUSC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1142","TMPRSS2","smoking.group","LUSC","Tumor","light-heavy",8.10139789666136,8.00982445839325,0.956095637600175,0.999304467886214,0.0915734382681102,"Tukey HSD test with ANOVA fit"
"1143","TMPRSS2","smoking.group","LUSC","Tumor","never-heavy",8.08123721114992,8.00982445839325,0.98840086014997,0.999304467886214,0.0714127527566699,"Tukey HSD test with ANOVA fit"
"1144","TMPRSS2","smoking.group","LUSC","Tumor","never-light",8.08123721114992,8.10139789666136,0.999304467886214,0.999304467886214,-0.0201606855114402,"Tukey HSD test with ANOVA fit"
"1145","TMPRSS2","smoking.group","MESO","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1146","TMPRSS2","smoking.group","MESO","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1147","TMPRSS2","smoking.group","OV","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1148","TMPRSS2","smoking.group","OV","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1149","TMPRSS2","smoking.group","PAAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1150","TMPRSS2","smoking.group","PAAD","Tumor","light-heavy",10.6053640026207,10.7834796575301,0.913049096732691,0.999304467886214,-0.17811565490949,"Tukey HSD test with ANOVA fit"
"1151","TMPRSS2","smoking.group","PAAD","Tumor","never-heavy",10.1761309776797,10.7834796575301,0.194924724549116,0.977044762713411,-0.607348679850475,"Tukey HSD test with ANOVA fit"
"1152","TMPRSS2","smoking.group","PAAD","Tumor","never-light",10.1761309776797,10.6053640026207,0.515934288673191,0.999304467886214,-0.429233024940984,"Tukey HSD test with ANOVA fit"
"1153","TMPRSS2","smoking.group","PCPG","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1154","TMPRSS2","smoking.group","PCPG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1155","TMPRSS2","smoking.group","PRAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1156","TMPRSS2","smoking.group","PRAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1157","TMPRSS2","smoking.group","READ","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1158","TMPRSS2","smoking.group","READ","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1159","TMPRSS2","smoking.group","SARC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1160","TMPRSS2","smoking.group","SARC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1161","TMPRSS2","smoking.group","SKCMmets","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1162","TMPRSS2","smoking.group","SKCMmets","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1163","TMPRSS2","smoking.group","SKCMprimary","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1164","TMPRSS2","smoking.group","SKCMprimary","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1165","TMPRSS2","smoking.group","STAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1166","TMPRSS2","smoking.group","STAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1167","TMPRSS2","smoking.group","TGCT","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1168","TMPRSS2","smoking.group","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1169","TMPRSS2","smoking.group","THCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1170","TMPRSS2","smoking.group","THCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1171","TMPRSS2","smoking.group","THYM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1172","TMPRSS2","smoking.group","THYM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1173","TMPRSS2","smoking.group","UCEC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1174","TMPRSS2","smoking.group","UCEC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1175","TMPRSS2","smoking.group","UCS","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1176","TMPRSS2","smoking.group","UCS","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1177","TMPRSS2","smoking.group","UVM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1178","TMPRSS2","smoking.group","UVM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
