,ACE2,TMPRSS2,PID,Tinfl_gene160.mean,Tinfl_gene160.median,Tinfl_gene160.centered.scaled.mean,Tinfl_gene160.centered.noscale.mean,Tinfl_gene160.nocenter.scaled.mean,Cancer,patient,Aliquot,shortLetterCode,definition,RNAseq.legacy.flag,Sampletype.flag,Plate,Aliquot.flag,Exclude.mets.flag,Clinical.flag,Tissue.Type,Use.in.analysis,Sample.type,Sample
TCGA.44.3396.11A,5.680051434,12.22332601,TCGA.44.3396,3.558615,3.491116,0.4415034,0.6437119,0.9916501,LUAD,TCGA-44-3396,TCGA-44-3396-11A-01R-1758-07,NT,Solid Tissue Normal,1,1,1758,1,0,1,Lung,1,Normal,TCGA-44-3396-11A
TCGA.44.3398.01A,4.683589792,9.911648145,TCGA.44.3398,2.832946,2.563631,-0.03940498,-0.08195747,0.7359377,LUAD,TCGA-44-3398,TCGA-44-3398-01A-01R-1107-07,TP,Primary solid Tumor,1,1,1107,1,0,1,Lung,1,Tumor,TCGA-44-3398-01A
TCGA.44.3398.11B,5.488273983,11.37282154,TCGA.44.3398,3.26277,3.197496,0.2297008,0.3478667,0.8911459,LUAD,TCGA-44-3398,TCGA-44-3398-11B-01R-1758-07,NT,Solid Tissue Normal,1,1,1758,1,0,1,Lung,1,Normal,TCGA-44-3398-11B
TCGA.44.3918.01A,5.787907782,8.620373803,TCGA.44.3918,3.586357,3.516136,0.4478323,0.6714538,1.011299,LUAD,TCGA-44-3918,TCGA-44-3918-01A-01R-1107-07,TP,Primary solid Tumor,1,1,1107,1,0,1,Lung,1,Tumor,TCGA-44-3918-01A
TCGA.44.3919.01A,6.919447351,10.55877465,TCGA.44.3919,2.859154,2.849677,-0.04374909,-0.05574935,0.7394306,LUAD,TCGA-44-3919,TCGA-44-3919-01A-02R-1107-07,TP,Primary solid Tumor,1,1,1107,1,0,1,Lung,1,Tumor,TCGA-44-3919-01A
TCGA.44.4112.01A,3.98653836,9.529713599,TCGA.44.4112,1.809629,1.72185,-0.7601541,-1.105274,0.3761567,LUAD,TCGA-44-4112,TCGA-44-4112-01A-01R-1107-07,TP,Primary solid Tumor,1,1,1107,1,0,1,Lung,1,Tumor,TCGA-44-4112-01A
TCGA.44.5643.01A,7.151321033,7.582947332,TCGA.44.5643,2.101867,2.126788,-0.5951094,-0.8130361,0.4873561,LUAD,TCGA-44-5643,TCGA-44-5643-01A-01R-1628-07,TP,Primary solid Tumor,1,1,1628,1,0,1,Lung,1,Tumor,TCGA-44-5643-01A
TCGA.44.5644.01A,1.584962501,9.935498054,TCGA.44.5644,1.324444,1.341009,-1.100968,-1.59046,0.2275798,LUAD,TCGA-44-5644,TCGA-44-5644-01A-21R-2039-07,TP,Primary solid Tumor,1,1,2039,1,0,1,Lung,1,Tumor,TCGA-44-5644-01A
TCGA.44.5645.01A,8.022523172,12.20812155,TCGA.44.5645,3.185931,2.866143,0.1847216,0.2710283,0.8565839,LUAD,TCGA-44-5645,TCGA-44-5645-01A-01R-1628-07,TP,Primary solid Tumor,1,1,1628,1,0,1,Lung,1,Tumor,TCGA-44-5645-01A
TCGA.44.5645.11A,5.355093811,10.86448796,TCGA.44.5645,3.162954,2.926878,0.2047976,0.2480511,0.8330129,LUAD,TCGA-44-5645,TCGA-44-5645-11A-01R-1628-07,NT,Solid Tissue Normal,1,1,1628,1,0,1,Lung,1,Normal,TCGA-44-5645-11A
TCGA.44.6144.11A,6.554272652,11.89319154,TCGA.44.6144,3.928256,3.920608,0.7194217,1.013353,1.104031,LUAD,TCGA-44-6144,TCGA-44-6144-11A-01R-1755-07,NT,Solid Tissue Normal,1,1,1755,1,0,1,Lung,1,Normal,TCGA-44-6144-11A
TCGA.44.6145.01A,8.883749099,8.081328974,TCGA.44.6145,3.846646,3.629965,0.61067,0.9317425,1.118849,LUAD,TCGA-44-6145,TCGA-44-6145-01A-11R-1755-07,TP,Primary solid Tumor,1,1,1755,1,0,1,Lung,1,Tumor,TCGA-44-6145-01A
TCGA.44.6145.11A,5.66971279,12.60160831,TCGA.44.6145,3.568567,3.277238,0.4926228,0.6536641,0.9758766,LUAD,TCGA-44-6145,TCGA-44-6145-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-44-6145-11A
TCGA.44.6146.01A,5.892582887,12.80475218,TCGA.44.6146,1.224233,1.137623,-1.206715,-1.69067,0.2013335,LUAD,TCGA-44-6146,TCGA-44-6146-01A-11R-1755-07,TP,Primary solid Tumor,1,1,1755,1,0,1,Lung,1,Tumor,TCGA-44-6146-01A
TCGA.44.6146.11A,5.766645512,11.87794359,TCGA.44.6146,3.627631,3.526855,0.4963701,0.7127273,1.029698,LUAD,TCGA-44-6146,TCGA-44-6146-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-44-6146-11A
TCGA.44.6147.01A,6.399526596,12.7966521,TCGA.44.6147,2.934687,2.973078,-0.006254097,0.01978386,0.8065002,LUAD,TCGA-44-6147,TCGA-44-6147-01A-11R-1755-07,TP,Primary solid Tumor,1,1,1755,1,0,1,Lung,1,Tumor,TCGA-44-6147-01A
TCGA.44.6147.11A,5.67215375,11.84935036,TCGA.44.6147,3.293308,3.216133,0.2997945,0.3784044,0.8877178,LUAD,TCGA-44-6147,TCGA-44-6147-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-44-6147-11A
TCGA.44.6148.01A,6.001547812,11.69906052,TCGA.44.6148,2.656595,2.609009,-0.1676054,-0.2583086,0.6923252,LUAD,TCGA-44-6148,TCGA-44-6148-01A-11R-1755-07,TP,Primary solid Tumor,1,1,1755,1,0,1,Lung,1,Tumor,TCGA-44-6148-01A
TCGA.44.6148.11A,5.632564868,11.61330143,TCGA.44.6148,3.135958,3.047381,0.1761797,0.2210543,0.8415762,LUAD,TCGA-44-6148,TCGA-44-6148-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-44-6148-11A
TCGA.44.6774.01A,6.028297295,11.50499274,TCGA.44.6774,2.804484,2.724522,-0.07274659,-0.1104197,0.742742,LUAD,TCGA-44-6774,TCGA-44-6774-01A-21R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-44-6774-01A
TCGA.44.6775.01A,7.642918133,11.6757586,TCGA.44.6775,3.253298,3.262882,0.2513188,0.338395,0.8828384,LUAD,TCGA-44-6775,TCGA-44-6775-01A-11R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-44-6775-01A
TCGA.44.6776.01A,8.406022132,11.59971297,TCGA.44.6776,1.188539,1.096049,-1.229133,-1.726365,0.1783098,LUAD,TCGA-44-6776,TCGA-44-6776-01A-11R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-44-6776-01A
TCGA.44.6776.11A,7.052970102,12.39973454,TCGA.44.6776,2.787416,2.65032,-0.07438612,-0.1274868,0.7117724,LUAD,TCGA-44-6776,TCGA-44-6776-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-44-6776-11A
TCGA.44.6777.01A,6.663476984,9.775157567,TCGA.44.6777,4.214363,4.18175,0.9365954,1.29946,1.206407,LUAD,TCGA-44-6777,TCGA-44-6777-01A-11R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-44-6777-01A
TCGA.44.6777.11A,6.464921435,11.11800016,TCGA.44.6777,3.93678,3.853409,0.7311733,1.021876,1.128822,LUAD,TCGA-44-6777,TCGA-44-6777-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-44-6777-11A
TCGA.44.6778.01A,4.826838268,9.779120159,TCGA.44.6778,4.26526,4.161193,0.9282171,1.350357,1.27526,LUAD,TCGA-44-6778,TCGA-44-6778-01A-11R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-44-6778-01A
TCGA.44.6778.11A,4.562962829,11.52646501,TCGA.44.6778,3.935005,3.693505,0.7282131,1.020102,1.144796,LUAD,TCGA-44-6778,TCGA-44-6778-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-44-6778-11A
TCGA.44.6779.01A,6.38360235,5.309638236,TCGA.44.6779,3.855529,3.650139,0.6227433,0.9406255,1.098528,LUAD,TCGA-44-6779,TCGA-44-6779-01A-11R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-44-6779-01A
TCGA.44.7659.01A,4.335554714,13.25488837,TCGA.44.7659,3.004247,3.001725,0.06222834,0.08934408,0.8124019,LUAD,TCGA-44-7659,TCGA-44-7659-01A-11R-2066-07,TP,Primary solid Tumor,1,1,2066,1,0,1,Lung,1,Tumor,TCGA-44-7659-01A
TCGA.44.7660.01A,4.535256711,7.819540461,TCGA.44.7660,2.64682,2.566319,-0.1817746,-0.2680829,0.6624322,LUAD,TCGA-44-7660,TCGA-44-7660-01A-11R-2066-07,TP,Primary solid Tumor,1,1,2066,1,0,1,Lung,1,Tumor,TCGA-44-7660-01A
TCGA.44.7661.01A,4.635829832,9.506277824,TCGA.44.7661,4.191331,4.189323,0.8938843,1.276428,1.223942,LUAD,TCGA-44-7661,TCGA-44-7661-01A-11R-2066-07,TP,Primary solid Tumor,1,1,2066,1,0,1,Lung,1,Tumor,TCGA-44-7661-01A
TCGA.44.7662.01A,3.249642541,10.8038728,TCGA.44.7662,3.647271,3.71733,0.5061584,0.7323679,1.035826,LUAD,TCGA-44-7662,TCGA-44-7662-01A-11R-2066-07,TP,Primary solid Tumor,1,1,2066,1,0,1,Lung,1,Tumor,TCGA-44-7662-01A
TCGA.44.7667.01A,2.501693903,6.214293861,TCGA.44.7667,2.309293,2.348734,-0.4374089,-0.60561,0.5522654,LUAD,TCGA-44-7667,TCGA-44-7667-01A-31R-2066-07,TP,Primary solid Tumor,1,1,2066,1,0,1,Lung,1,Tumor,TCGA-44-7667-01A
TCGA.44.7669.01A,4.630789859,10.1382718,TCGA.44.7669,3.530272,3.547116,0.4318709,0.6153693,0.9970052,LUAD,TCGA-44-7669,TCGA-44-7669-01A-21R-2066-07,TP,Primary solid Tumor,1,1,2066,1,0,1,Lung,1,Tumor,TCGA-44-7669-01A
TCGA.44.7670.01A,5.570359704,11.27297963,TCGA.44.7670,2.118343,1.814382,-0.5782862,-0.7965601,0.4879283,LUAD,TCGA-44-7670,TCGA-44-7670-01A-11R-2066-07,TP,Primary solid Tumor,1,1,2066,1,0,1,Lung,1,Tumor,TCGA-44-7670-01A
TCGA.44.7671.01A,9.640170811,11.63280894,TCGA.44.7671,1.910316,1.841511,-0.6861246,-1.004587,0.4093686,LUAD,TCGA-44-7671,TCGA-44-7671-01A-11R-2066-07,TP,Primary solid Tumor,1,1,2066,1,0,1,Lung,1,Tumor,TCGA-44-7671-01A
TCGA.44.7672.01A,3.582664382,10.62260096,TCGA.44.7672,4.615221,4.616578,1.179293,1.700318,1.377595,LUAD,TCGA-44-7672,TCGA-44-7672-01A-11R-2066-07,TP,Primary solid Tumor,1,1,2066,1,0,1,Lung,1,Tumor,TCGA-44-7672-01A
TCGA.44.8117.01A,5.352853845,12.67445271,TCGA.44.8117,2.312724,2.196434,-0.4351444,-0.6021792,0.5506208,LUAD,TCGA-44-8117,TCGA-44-8117-01A-11R-2241-07,TP,Primary solid Tumor,1,1,2241,1,0,1,Lung,1,Tumor,TCGA-44-8117-01A
TCGA.44.8119.01A,4.83362889,10.90927058,TCGA.44.8119,2.909901,3.074645,-0.01640808,-0.00500252,0.7701445,LUAD,TCGA-44-8119,TCGA-44-8119-01A-11R-2241-07,TP,Primary solid Tumor,1,1,2241,1,0,1,Lung,1,Tumor,TCGA-44-8119-01A
TCGA.44.8120.01A,5.630431683,11.3914799,TCGA.44.8120,2.494685,2.345477,-0.2852283,-0.4202178,0.6373533,LUAD,TCGA-44-8120,TCGA-44-8120-01A-11R-2241-07,TP,Primary solid Tumor,1,1,2241,1,0,1,Lung,1,Tumor,TCGA-44-8120-01A
TCGA.44.A479.01A,7.44622314,10.41717741,TCGA.44.A479,4.658613,4.617156,1.20092,1.74371,1.412294,LUAD,TCGA-44-A479,TCGA-44-A479-01A-31R-A24H-07,TP,Primary solid Tumor,1,1,A24H,1,0,1,Lung,1,Tumor,TCGA-44-A479-01A
TCGA.44.A47A.01A,9.992017776,13.08587076,TCGA.44.A47A,3.847887,3.670523,0.6750853,0.9329838,1.07558,LUAD,TCGA-44-A47A,TCGA-44-A47A-01A-21R-A24H-07,TP,Primary solid Tumor,1,1,A24H,1,0,1,Lung,1,Tumor,TCGA-44-A47A-01A
TCGA.44.A47B.01A,2.986611169,10.58782439,TCGA.44.A47B,3.563171,3.427677,0.455001,0.648268,1.001787,LUAD,TCGA-44-A47B,TCGA-44-A47B-01A-11R-A24H-07,TP,Primary solid Tumor,1,1,A24H,1,0,1,Lung,1,Tumor,TCGA-44-A47B-01A
TCGA.44.A47G.01A,6.526428814,11.22501458,TCGA.44.A47G,4.789739,4.584359,1.307018,1.874836,1.434928,LUAD,TCGA-44-A47G,TCGA-44-A47G-01A-21R-A24H-07,TP,Primary solid Tumor,1,1,A24H,1,0,1,Lung,1,Tumor,TCGA-44-A47G-01A
TCGA.44.A4SS.01A,9.639821828,8.461381218,TCGA.44.A4SS,4.356294,4.193988,0.9799196,1.44139,1.30003,LUAD,TCGA-44-A4SS,TCGA-44-A4SS-01A-11R-A24X-07,TP,Primary solid Tumor,1,1,A24X,1,0,1,Lung,1,Tumor,TCGA-44-A4SS-01A
TCGA.44.A4SU.01A,7.675477231,11.17182105,TCGA.44.A4SU,3.182873,3.086502,0.1559554,0.2679695,0.8979992,LUAD,TCGA-44-A4SU,TCGA-44-A4SU-01A-11R-A24X-07,TP,Primary solid Tumor,1,1,A24X,1,0,1,Lung,1,Tumor,TCGA-44-A4SU-01A
TCGA.46.3765.01A,6.307255464,7.804460189,TCGA.46.3765,2.590596,2.406303,-0.2385266,-0.3243074,0.67494,LUSC,TCGA-46-3765,TCGA-46-3765-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-46-3765-01A
TCGA.46.3766.01A,5.865560075,9.870548127,TCGA.46.3766,4.140581,3.956257,0.8475661,1.225678,1.21069,LUSC,TCGA-46-3766,TCGA-46-3766-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-46-3766-01A
TCGA.46.3767.01A,6.358209864,9.4368302,TCGA.46.3767,3.421326,3.277453,0.3569611,0.5064225,0.9652113,LUSC,TCGA-46-3767,TCGA-46-3767-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-46-3767-01A
TCGA.46.3768.01A,3.848437663,7.083394226,TCGA.46.3768,1.962914,1.61872,-0.6378417,-0.9519891,0.4054532,LUSC,TCGA-46-3768,TCGA-46-3768-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-46-3768-01A
TCGA.46.3769.01A,6.114100452,6.642895035,TCGA.46.3769,3.407915,3.300898,0.3498373,0.4930116,0.9040229,LUSC,TCGA-46-3769,TCGA-46-3769-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-46-3769-01A
TCGA.46.6025.01A,8.050779196,5.406039995,TCGA.46.6025,1.47079,1.322575,-1.034726,-1.444113,0.2373277,LUSC,TCGA-46-6025,TCGA-46-6025-01A-11R-1820-07,TP,Primary solid Tumor,1,1,1820,1,0,1,Lung,1,Tumor,TCGA-46-6025-01A
TCGA.46.6026.01A,4.111590582,7.518055105,TCGA.46.6026,0.7786523,0.6411166,-1.478488,-2.136251,0.02222022,LUSC,TCGA-46-6026,TCGA-46-6026-01A-11R-1820-07,TP,Primary solid Tumor,1,1,1820,1,0,1,Lung,1,Tumor,TCGA-46-6026-01A
TCGA.49.4486.01A,10.17377706,11.09920314,TCGA.49.4486,1.062705,0.7884003,-1.319119,-1.852198,0.1147913,LUAD,TCGA-49-4486,TCGA-49-4486-01A-01R-1206-07,TP,Primary solid Tumor,1,1,1206,1,0,1,Lung,1,Tumor,TCGA-49-4486-01A
TCGA.49.4487.01A,7.601681662,9.263564987,TCGA.49.4487,3.550739,3.55482,0.3969147,0.6358355,1.03233,LUAD,TCGA-49-4487,TCGA-49-4487-01A-21R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-49-4487-01A
TCGA.49.4488.01A,4.415846534,12.12809424,TCGA.49.4488,2.850335,2.762841,-0.08111696,-0.0645679,0.7635445,LUAD,TCGA-49-4488,TCGA-49-4488-01A-01R-1755-07,TP,Primary solid Tumor,1,1,1755,1,0,1,Lung,1,Tumor,TCGA-49-4488-01A
TCGA.49.4490.01A,7.506121095,10.91605112,TCGA.49.4490,1.880933,1.738335,-0.7356575,-1.03397,0.3861315,LUAD,TCGA-49-4490,TCGA-49-4490-01A-21R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-49-4490-01A
TCGA.49.4490.11A,5.536593809,10.37951916,TCGA.49.4490,3.454221,3.303722,0.3701558,0.5393177,0.9621931,LUAD,TCGA-49-4490,TCGA-49-4490-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-49-4490-11A
TCGA.49.4494.01A,9.158526381,9.140494935,TCGA.49.4494,2.717117,2.593876,-0.1568488,-0.1977864,0.6846726,LUAD,TCGA-49-4494,TCGA-49-4494-01A-01R-1206-07,TP,Primary solid Tumor,1,1,1206,1,0,1,Lung,1,Tumor,TCGA-49-4494-01A
TCGA.49.4501.01A,6.746299328,12.50579915,TCGA.49.4501,3.073221,2.837978,0.09063429,0.1583176,0.8391132,LUAD,TCGA-49-4501,TCGA-49-4501-01A-01R-1206-07,TP,Primary solid Tumor,1,1,1206,1,0,1,Lung,1,Tumor,TCGA-49-4501-01A
TCGA.49.4505.01A,5.793997294,12.4154064,TCGA.49.4505,3.554153,3.350515,0.4337786,0.6392501,0.9790989,LUAD,TCGA-49-4505,TCGA-49-4505-01A-01R-1206-07,TP,Primary solid Tumor,1,1,1206,1,0,1,Lung,1,Tumor,TCGA-49-4505-01A
TCGA.49.4506.01A,7.680668953,5.459133212,TCGA.49.4506,3.17387,3.150266,0.1426964,0.2589668,0.8923354,LUAD,TCGA-49-4506,TCGA-49-4506-01A-01R-1206-07,TP,Primary solid Tumor,1,1,1206,1,0,1,Lung,1,Tumor,TCGA-49-4506-01A
TCGA.49.4507.01A,5.25859053,4.131573023,TCGA.49.4507,3.431981,3.302132,0.3270324,0.5170775,0.9487644,LUAD,TCGA-49-4507,TCGA-49-4507-01A-01R-1206-07,TP,Primary solid Tumor,1,1,1206,1,0,1,Lung,1,Tumor,TCGA-49-4507-01A
TCGA.49.4510.01A,8.687631129,11.89091023,TCGA.49.4510,2.017692,1.910571,-0.6253259,-0.897211,0.4554688,LUAD,TCGA-49-4510,TCGA-49-4510-01A-01R-1206-07,TP,Primary solid Tumor,1,1,1206,1,0,1,Lung,1,Tumor,TCGA-49-4510-01A
TCGA.49.4512.01A,6.413533157,12.85218616,TCGA.49.4512,2.671858,2.631662,-0.1244988,-0.2430453,0.6524941,LUAD,TCGA-49-4512,TCGA-49-4512-01A-21R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-49-4512-01A
TCGA.49.4512.11A,5.696082866,11.30295873,TCGA.49.4512,3.757894,3.599322,0.5870133,0.8429911,1.052801,LUAD,TCGA-49-4512,TCGA-49-4512-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-49-4512-11A
TCGA.49.4514.01A,5.841032143,10.32188301,TCGA.49.4514,2.356736,2.44509,-0.4336911,-0.5581673,0.5960551,LUAD,TCGA-49-4514,TCGA-49-4514-01A-21R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-49-4514-01A
TCGA.49.6742.01A,6.331886115,11.0488887,TCGA.49.6742,1.117823,1.019908,-1.255295,-1.797081,0.1149502,LUAD,TCGA-49-6742,TCGA-49-6742-01A-11R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-49-6742-01A
TCGA.49.6742.11A,5.913416033,12.38721766,TCGA.49.6742,2.925899,2.910215,0.06193526,0.01099571,0.6970526,LUAD,TCGA-49-6742,TCGA-49-6742-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-49-6742-11A
TCGA.49.6743.01A,7.977566144,9.229770555,TCGA.49.6743,2.475908,2.337301,-0.3300954,-0.4389954,0.6297657,LUAD,TCGA-49-6743,TCGA-49-6743-01A-11R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-49-6743-01A
TCGA.49.6743.11A,5.739313472,11.86085032,TCGA.49.6743,3.206362,3.088894,0.2338579,0.2914592,0.8637793,LUAD,TCGA-49-6743,TCGA-49-6743-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-49-6743-11A
TCGA.49.6744.01A,6.517192216,11.55561008,TCGA.49.6744,3.705474,3.543463,0.5353444,0.7905708,1.060972,LUAD,TCGA-49-6744,TCGA-49-6744-01A-11R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-49-6744-01A
TCGA.49.6744.11A,6.745775149,11.66966904,TCGA.49.6744,2.997385,2.76708,0.08558145,0.082482,0.7854966,LUAD,TCGA-49-6744,TCGA-49-6744-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-49-6744-11A
TCGA.49.6745.01A,5.858898556,10.66414502,TCGA.49.6745,3.353937,3.164471,0.2904566,0.439034,0.933997,LUAD,TCGA-49-6745,TCGA-49-6745-01A-11R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-49-6745-01A
TCGA.49.6745.11A,5.884807912,11.02577631,TCGA.49.6745,3.472185,3.276896,0.3907062,0.557282,0.956091,LUAD,TCGA-49-6745,TCGA-49-6745-11A-01R-1858-07,NT,Solid Tissue Normal,1,1,1858,1,0,1,Lung,1,Normal,TCGA-49-6745-11A
TCGA.49.6761.01A,4.017823944,9.371149344,TCGA.49.6761,3.060238,3.022833,0.07566773,0.1453352,0.8231616,LUAD,TCGA-49-6761,TCGA-49-6761-01A-31R-1949-07,TP,Primary solid Tumor,1,1,1949,1,0,1,Lung,1,Tumor,TCGA-49-6761-01A
TCGA.49.6761.11A,5.664420262,11.57297017,TCGA.49.6761,3.570998,3.466744,0.4892592,0.6560945,0.9742404,LUAD,TCGA-49-6761,TCGA-49-6761-11A-01R-1949-07,NT,Solid Tissue Normal,1,1,1949,1,0,1,Lung,1,Normal,TCGA-49-6761-11A
TCGA.49.6767.01A,3.832140631,9.164922007,TCGA.49.6767,2.727304,2.657441,-0.1712751,-0.1875991,0.7045031,LUAD,TCGA-49-6767,TCGA-49-6767-01A-11R-1858-07,TP,Primary solid Tumor,1,1,1858,1,0,1,Lung,1,Tumor,TCGA-49-6767-01A
TCGA.49.AAQV.01A,7.988355215,10.8765016,TCGA.49.AAQV,3.47215,3.439927,0.3699561,0.5572467,0.9694549,LUAD,TCGA-49-AAQV,TCGA-49-AAQV-01A-11R-A39D-07,TP,Primary solid Tumor,1,1,A39D,1,0,1,Lung,1,Tumor,TCGA-49-AAQV-01A
TCGA.49.AAR0.01A,5.795800709,10.71318028,TCGA.49.AAR0,4.090054,3.986215,0.8306769,1.175151,1.183592,LUAD,TCGA-49-AAR0,TCGA-49-AAR0-01A-21R-A39D-07,TP,Primary solid Tumor,1,1,A39D,1,0,1,Lung,1,Tumor,TCGA-49-AAR0-01A
TCGA.49.AAR2.01A,9.818908065,10.2163336,TCGA.49.AAR2,3.557326,3.507637,0.4356542,0.6424231,1.014025,LUAD,TCGA-49-AAR2,TCGA-49-AAR2-01A-11R-A39D-07,TP,Primary solid Tumor,1,1,A39D,1,0,1,Lung,1,Tumor,TCGA-49-AAR2-01A
TCGA.49.AAR3.01A,3.438252924,9.03076368,TCGA.49.AAR3,4.972641,4.989442,1.402122,2.057738,1.49719,LUAD,TCGA-49-AAR3,TCGA-49-AAR3-01A-11R-A41B-07,TP,Primary solid Tumor,1,1,A41B,1,0,1,Lung,1,Tumor,TCGA-49-AAR3-01A
TCGA.49.AAR4.01A,7.275705498,10.41526642,TCGA.49.AAR4,4.676772,4.838416,1.185131,1.761868,1.439659,LUAD,TCGA-49-AAR4,TCGA-49-AAR4-01A-12R-A41B-07,TP,Primary solid Tumor,1,1,A41B,1,0,1,Lung,1,Tumor,TCGA-49-AAR4-01A
TCGA.49.AAR9.01A,3.855312029,7.832092515,TCGA.49.AAR9,1.872055,1.708313,-0.7649335,-1.042848,0.3752798,LUAD,TCGA-49-AAR9,TCGA-49-AAR9-01A-21R-A41B-07,TP,Primary solid Tumor,1,1,A41B,1,0,1,Lung,1,Tumor,TCGA-49-AAR9-01A
TCGA.49.AARE.01A,8.053279713,8.557237754,TCGA.49.AARE,3.289617,3.264828,0.2439748,0.3747137,0.9195905,LUAD,TCGA-49-AARE,TCGA-49-AARE-01A-11R-A41B-07,TP,Primary solid Tumor,1,1,A41B,1,0,1,Lung,1,Tumor,TCGA-49-AARE-01A
TCGA.49.AARN.01A,5.250756975,11.11499812,TCGA.49.AARN,3.232075,3.108823,0.212936,0.317172,0.8830208,LUAD,TCGA-49-AARN,TCGA-49-AARN-01A-21R-A41B-07,TP,Primary solid Tumor,1,1,A41B,1,0,1,Lung,1,Tumor,TCGA-49-AARN-01A
TCGA.49.AARO.01A,5.232357606,11.39629438,TCGA.49.AARO,4.479649,4.571744,1.096976,1.564745,1.324818,LUAD,TCGA-49-AARO,TCGA-49-AARO-01A-12R-A41B-07,TP,Primary solid Tumor,1,1,A41B,1,0,1,Lung,1,Tumor,TCGA-49-AARO-01A
TCGA.49.AARQ.01A,5.914167441,10.70986786,TCGA.49.AARQ,3.447989,3.443416,0.3548531,0.5330862,0.9550426,LUAD,TCGA-49-AARQ,TCGA-49-AARQ-01A-11R-A41B-07,TP,Primary solid Tumor,1,1,A41B,1,0,1,Lung,1,Tumor,TCGA-49-AARQ-01A
TCGA.49.AARR.01A,5.970428052,11.04051577,TCGA.49.AARR,4.195036,4.115671,0.8984515,1.280133,1.216347,LUAD,TCGA-49-AARR,TCGA-49-AARR-01A-11R-A41B-07,TP,Primary solid Tumor,1,1,A41B,1,0,1,Lung,1,Tumor,TCGA-49-AARR-01A
TCGA.4A.A93W.01A,10.77549506,7.462657679,TCGA.4A.A93W,2.720829,2.751407,-0.1163855,-0.194074,0.6877685,KIRP,TCGA-4A-A93W,TCGA-4A-A93W-01A-11R-A37K-07,TP,Primary solid Tumor,1,1,A37K,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-4A-A93W-01A
TCGA.4A.A93X.01A,10.61706334,5.675192096,TCGA.4A.A93X,1.84786,1.823774,-0.6731703,-1.067043,0.3397399,KIRP,TCGA-4A-A93X,TCGA-4A-A93X-01A-11R-A37K-07,TP,Primary solid Tumor,1,1,A37K,1,0,1,Kidney_urinary_bladder,1,Tumor,TCGA-4A-A93X-01A
